song_id,title,release,artist_name,Genre
320,Sanam Teri Kasam,Sanam Teri Kasam,Ankit Tiwari,Romantic
321,Kisi Din Banoongi Main,Raja,"Alka Yagnik, Udit Narayan",Dance
322,Laaj Sharam,Veere Di Wedding,"Divya Kumar, Enbee, Jasleen Royal",Bollywood
323,Badan Pe Sitaare,Fanney Khan,Sonu Nigam,DanceRomantic
324,Menu Kehn De,Aap Se Mausiiquii,Himesh Reshammiya,Sad
325,Bekhudi,Teraa Surroor,"Aditi Singh Sharma, Darshan Raval",Romantic
326,Kun Faya Kun,Rockstar,"A.R. Rahman, Javed Ali, Mohit Chauhan",Dance
327,Balam Pichkari,Yeh Jawaani Hai Deewani,"Shalmali Kholgade, Vishal Dadlani",Dance
328,Tinka Tinka Dil Mera,Tubelight,Rahat Fateh Ali Khan,Sad
329,Jaana Ve,Aksar 2,Arijit Singh,Romantic
330,Shubh Din,Parmanu The Story of Pokhran,"Keerthi Sagathia, Yotica Tangri",Bollywood
331,The Disco Song,Student of the Year,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan",Dance
332,Nagada Sang Dhol,Goliyon Ki Rasleela Ram-leela,"Osman Mir, Shreya Ghoshal",Dance
333,Tune Mari Entriyaan,Gunday,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani",Dance
334,Ijazat,One Night Stand,"Arijit Singh, Meet Bros",RomanticSensual
335,Tujhse Naaraz Nahi Zindagi,Masoom,Anup Ghoshal,Sad
336,Pyar Kabhi Kam Nahi Karna,Prem Pratigyaa,"Asha Bhosle, Bappi Lahiri",Romantic
337,Chikni Chameli,Agneepath,Shreya Ghoshal,Dance
338,Zaroorat,Ek Villain,Mustafa Zahid,Sad
339,Bang Bang,Bang bang,"Benny Dayal, Neeti Mohan",Dance
340,Bulleya,Sultan,Papon,Romantic
341,Barso Re,Guru,Shreya Ghoshal,Dance
342,Manwa Laage,Happy New Year,"Arijit Singh, Shreya Ghoshal",Romantic
343,The Google Song,Mubarakan,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar",Dance
344,Ek Mulaqat,Sonali Cable,Jubin Nautiyal,RomanticSad
345,Suraj Hua Maddham,Kabhi Khushi Kabhie Gham,"Alka Yagnik, Sonu Nigam",Bollywood
346,Aa Toh Sahii,Judwaa 2,"Meet Bros, Neha Kakkar",Dance
347,Nazm Nazm,Bareilly Ki Barfi,Arko,Romantic
348,Teri Ore,Singh Is Kinng,"Rahat Fateh Ali Khan, Shreya Ghoshal",Romantic
349,Toota Jo Kabhi Tara,A Flying Jatt,"Atif Aslam, Sumedha Karmahe",Sad
350,Say “Shava Shava”,Kabhi Khushi Kabhie Gham,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan",Dance
351,Sunn Raha Hai (Male),Aashqui 2,Ankit Tiwari,Sad
352,Tu Banja Gali Benaras Ki,Shaadi Mein Zaroor Aana,Asit Tripathy,Romantic
353,Khuda Bhi,Ek Paheli Leela,Mohit Chauhan,Romantic
354,Chaar Botal Vodka,Ragini MMS 2,Yo Yo Honey Singh,Dance
355,Chaar Botal Vodka,Ragini MMS 2,Yo Yo Honey Singh,Dance
356,Selfie Le Le Re,Bajrangi Bhaijaan,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani",Dance
357,India Wale,Happy New Year,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani",Dance
358,Kudi Gujarat Di,Sweetiee Weds NRI,"Akasa Singh, Jasbir Jassi, Sonia Sharma",Dance
359,Lag Ja Gale,Bhoomi,Rahat Fateh Ali Khan,Romantic
360,O O Jaane Jaana,Pyaar Kiya To Darna Kya,Kamaal khan,Dance
361,Fevicol Se,Dabangg 2,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid",Dance
362,Tishnagi,Tishnagi,"Dev Negi, Sunidhi Chauhan",RomanticSensual
363,Saiyaara,Ek Tha Tiger,"Mohit Chauhan, Tarannum Malik",Sad
364,Jab Mehndi Lag Lag Jaave,Singh Saab The Great,"Shreya Ghoshal, Sonu Nigam",Dance
365,Tu Jo Mila,Bajrangi Bhaijaan,K.K.,Bollywood
366,Baarish (Atif Aslam),Half Girlfriend,Atif Aslam,Romantic
367,Akkad Bakkad,Sanam Re,"Badshah, Neha Kakkar",Dance
368,Tum Ho Toh Lagta Hai,Dil Juunglee,Shaan,Romantic
369,Kya Khoob Lagti Ho,Dharmatma,,Dance
370,Kya Khoob Lagti Ho,Dharmatma,"Kanchan, Mukesh",Romantic
371,Saturday,Humpty Sharma Ki Dulhania,"Akriti Kakar, Badshah, Indeep Bakshi",Dance
372,Dard Karaara,Dum Laga Ke Haisha,"Kumar Sanu, Sadhana Sargam",Romantic
373,Akhiyaan Milaoon Kabhi,Raja,"Alka Yagnik, Udit Narayan",Dance
374,Mere Humsafar,All is Well,"Mithoon, Tulsi Kumar",Sad
375,Hangover,Kick,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal",Romantic
376,Mind Blowing,Veerey Ki Wedding,Mika Singh,Dance
377,Jaaneman Aah,Dishoom,"Aaman Trikha, Antara Mitra",Dance
378,Dangal,Dangal,Daler Mehndi,Motivational
379,Jag Ghoomeya (Female),Sultan,Neha Bhasin,Romantic
380,Madamiyan,Tevar,"Mamta Sharma, Mika Singh",Dance
381,Hum Nahi Sudhrenge,Golmaal Again,Armaan Malik,Dance
382,Aye Watan Tere Liye,Karma,"Kavita Krishnamurthy, Mohammad Aziz",Patriotic
383,Tu Hai,Mohenjo Daro,"A.R. Rahman, Sanah Moidutty",Romantic
384,Likhne Wale Ne Likh Dale,Arpan,"Lata Mangeshkar, Suresh Wadkar",Dance
385,Duniya Bananewale,Teesri Kasam,Mukesh,Sad
386,Bum Bum Bole,Taare Zameen Par,Shaan,Dance
387,Hans Mat Pagli,Toilet Ek Prem Katha,"Shreya Ghoshal, Sonu Nigam",Romantic
388,Butterfly,Jab Harry Met Sejal,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan",Dance
389,Nayak Nahi Khalnayak Hoon Main,Khal Nayak,"Kavita Krishnamurthy, Vinod Rathod",Dance
390,Saree Ke Fall Sa,R... Rajkumar,"Antara Mitra, Nakash Aziz",Dance
391,Galla Goriyan – Aaja Soniye,Baa Baa Black Sheep,"Kanika Kapoor, Mika Singh",Dance
392,Mubarakan Title Song,Mubarakan,"Badshah, Juggy D, Sukriti Kakar, Yash Narvekar",Dance
393,Nachdi Phira,Secret Superstar,Meghna Mishra,Sad
394,Maula Mere Maula,Anwar,Roop Kumar Rathod,Romantic
395,Raah Mein Unse Mulaqat,Vijaypath,"Alka Yagnik, Kumar Sanu",Romantic
396,Resham Ka Rumaal,Great Grand Masti,"Sonia Sharma, Toshi Sabri",Dance
397,Twist Kamariya,Bareilly Ki Bafi,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai",Dance
398,Ram Chahe Leela,Ramleela,Bhoomi Trivedi,Dance
399,Ram Chahe Leela,Goliyon Ki Rasleela Ram-leela,Bhoomi Trivedi,Dance
400,Kukkad Kamaal Da,Student of the Year,"Marianne, Nisha Mascarenhas, Shahid Mallya",Dance
401,Aa Jao Na,Veere Di Wedding,"Arijit Singh, Shashwat Sachdev",Sad
402,Banjaara,Ek Villain,"Mohammed Irfan, Shashaa Tirupati",Romantic
403,Radha Kaise Na Jale,Lagaan,"Asha Bhosle, Udit Narayan",DanceRomantic
404,Bewajah,Sanam Teri Kasam,Himesh Reshammiya,Sad
405,London Thumakda,Queen,"Labh Janjua, Neha Kakkar, Sonu Kakkar",Dance
406,Aashiq Banaya Aapne,Aashiq Banaya Aapne,"Himesh Reshammiya, Shreya Ghoshal",RomanticSensual
407,Kheench Meri Photo,Sanam Teri Kasam,"Akasa Singh, Darshan Raval, Neeti Mohan",Dance
408,Aayega Maza Ab Barsaat Ka,Andaaz,"Alka Yagnik, Babul Supriyo",Romantic
409,Bewafa Beauty,Black Mail,Pawni Pandey,Bollywood
410,Birthday Bash,Dilliwaali Zaalim Girlfriend,"Alfaaz, Yo Yo Honey Singh",Dance
411,Jumme Ki Raat,Kick,"Mika Singh, Palak Muchhal",Dance
412,Jab Koi Baat Bigad Jaye,Jurm,"Kumar Sanu, Sadhna Sargam",Romantic
413,Tera Hone Laga Hoon,Ajab Prem Ki Ghazab Kahani,"Alisha Chinai, Atif Aslam",Romantic
414,Sheila Ki Jawani,Tees Maar Khan,"Sunidhi Chauhan, Vishal Dadlani",Dance
415,Uff,Bang bang,"Benny Dayal, Harshdeep Kaur",Dance
416,Sunny Sunny,Yaariyan,Yo Yo Honey Singh,Dance
417,Ghagra,Yeh Jawaani Hai Deewani,"Rehka Bharadwaj, Vishal Dadlani",Dance
418,Paani Wala Dance,Kuch Kuch Locha Hai,"Arko, Ikka, Shraddha Pandit",Dance
419,Dola Re Dola,Devdas,"K.K., Kavita Krishnamurthy, Shreya Ghoshal",Dance
420,Jab Tum Chaho,Prem Ratan Dhan Payo,"Darshan Raval, Mohammed Irfan, Palak Muchhal",Dance
421,Tere Bina Zindagi Se Koi Shikwa To Nahin,Aandhi,"Kishore Kumar, Lata Mangeshkar",Sad
422,Mujhe Ek Pal Chain,Judaai,"Alka Yagnik, Hariharan, Jaswinder Narula",Dance
423,Kuch Iss Tarah,1921,Arnab Dutta,Sad
424,Gazab Ka Hai Din,Dil Juunglee,"Jubin Nautiyal, Prakriti Kakkar",Romantic
425,Tu Jaane Na,Ajab Prem Ki Ghazab Kahani,Atif Aslam,Romantic
426,Tumne Agar Pyar Se – Female,Raja,Alka Yagnik,Dance
427,Stay A Little Longer,Half Girlfriend,Anushka Shahaney,Sad
428,Badtameez Dil,Yeh Jawaani Hai Deewani,Benny Dayal,Dance
429,Chand Sifarish,Fanaa,"Kailash Kher, Shaan",Romantic
430,Is Pyar Se Meri Taraf Na Dekho,Chamatkar,"Alka Yagnik, Kumar Sanu",Romantic
431,Aaj Unse Milna Hai,Prem Ratan Dhan Payo,Shaan,DanceRomantic
432,Tere Bin Nahi Laage,Ek Paheli Leela,Uzair Jaswal,RomanticSad
433,Yaar Na Miley,Kick,"Jasmine Sandlas, Yo Yo Honey Singh",Dance
434,Main Rang Sharbaton Ka,Phata Poster Nikhla Hero,Atif Aslam,Romantic
435,Raazi Title Track,Raazi,Arijit Singh,Motivational
436,Hum Tumhe Chahte Hai Aise,Qurbani,"Anand Kumar C, Kanchan, Manhar Udhas",Romantic
437,Ittefaq Se Raat Baaki,Ittefaq,"Jubin Nautiyal, Nikhita Gandhi",Dance
438,Oye Oye,Azhar,"Aditi Singh Sharma, Armaan Malik",Dance
439,Sooraj Dooba Hai,Roy,"Adit Singh Sharma, Arijit Singh",Dance
440,Will You Marry me,Bhoomi,"Divya Kumar, Jonita Gandhi",Dance
441,Tera Hoke Rahoon,Behen Hogi Teri,Arijit Singh,Romantic
442,Aa Re Pritam Pyaare,Rowdy Rathore,"Mamta Sharma, Sarosh Sami",Dance
443,Mehboob Mere Mehboob Mere,Pathar Ke Sanam,"Lata Mangeshkar, Mukesh",Romantic
444,Dil Mein Chhupa Loonga,Wajah Tum Ho,"Armaan Malik, Meet Bros, Tulsi Kumar",RomanticSensual
445,Dance Basanti,Ungli,"Anushka Manchanda, Vishal Dadlani",Dance
446,Teri Meri Prem Kahani,Bodyguard,"Rahat Fateh Ali Khan, Shreya Ghoshal",Sad
447,Lungi Dance,Chennai Express,Yo Yo Honey Singh,Dance
448,Jeena Jeena,Badlapur,Atif Aslam,RomanticSad
449,Thare Vaaste,Parmanu The Story of Pokhran,Divya Kumar,Patriotic
450,Maine Socha Ke Chura Loon,Phir Se,"Arijit Singh, Shreya Ghoshal",Romantic
451,Mar Gaye,Beiimaan Love,"Manj Musik, Nindy Kaur",Dance
452,Cutiepie,Ae Dil Hai Mushkil,"Nakash Aziz, Pardeep Singh Sran",Dance
453,Lipstick Laga Ke,Great Grand Masti,"Payal Dev, Shaan",Dance
454,Laila,Shootout at Wadala,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan",Dance
455,Tu Mera Hero,Desi Boyz,"Mika, Shefali Alvaris",Dance
456,A Flying Jatt,A Flying Jatt,"Mansheel Gujral, Raftaar, Tanishkaa",Dance
457,World Dance Medley,Happy New Year,"K.K., Neeti Mohan, Shankar Mahadevan, Sukhwinder Singh, Vishal Dadlani",DanceRomantic
458,Qayamat,Deewane,"Alka Yagnik, Sukhwinder Singh",Dance
459,Matargashti,Tamasha,Mohit Chauhan,Dance
460,Pehla Nasha Once Again,Yoodlee film – Kuchh Bheege Alfaaz,"Jubin Nautiyal, Palak Muchhal",Romantic
461,Raj Karega Khalsa,A Flying Jatt,"Daler Mehndi, Navraj Hans",Motivational
462,Punjabi Wedding Song,Hasee Toh Phasee,"Benny Dayal, Sunidhi Chauhan",Dance
463,Rabba Ishq Na Hove,Andaaz,"Alka Yagnik, Kailash Kher, Sapna Mukherjee, Sonu Nigam",Sad
464,Tumhi Ho Bandhu,Cocktail,"Kavita Seth, Neeraj Shridhar",Dance
465,Saans,Jab Tak Hai Jaan,"Mohit Chauhan, Shreya Ghoshal",Romantic
466,Besharmi Ki Height,Main Tera Hero,"Benny Dayal, Shalmali Kholgade",Dance
467,Mere Rashke Qamar,Baadshaho,Tulsi Kumar,Dance
468,Besabriyaan,M.S. Dhoni,Armaan Malik,Bollywood
469,Tu Hai Ki Nahin,Roy,Ankit Tiwari,Sad
470,Aaj Ki Party,Bajrangi Bhaijaan,Mika Singh,Dance
471,Saaton Janam Main Tere,Dilwale,"Alka Yagnik, Kumar Sanu",Romantic
472,Allah Kare Dil Na Lage,Andaaz,"Alka Yagnik, Sonu Nigam",Romantic
473,Ye Jo Teri Paylon Ki,Masoom,"Abhijeet, Sadhana Sargam",Dance
474,Tum,Laila Majnu,Atif Aslam,Romantic
475,Radha Nachegi,Tevar,"Danish Sabri, Ritu Pathak, Shabab Sabri",Dance
476,Itni Si Baat Hai,Azhar,"Antara Mitra, Arijit Singh",Romantic
477,Laagi Na Choote,A Gentleman,"Arijit Singh, Shreya Ghoshal",Romantic
478,Sab Tera,Baaghi,"Armaan Malik, Shraddha Kapoor",Romantic
479,Mashallah,Ek Tha Tiger,"Shreya Ghoshal, Wajid",Dance
480,Taaron Ka Chamakta,Hum Tumhare Hain Sanam,"Bali Brahambhatt, Udit Narayan",Dance
481,Sau Tarah Ke,Dishoom,"Amit Mishra, Jonita Gandhi",Dance
482,Gulabi Aankhen,The Train,Mohammed Rafi,DanceRomantic
483,Gulaabo,Shaandaar,"Anusha Mani, Vishal Dadlani",Dance
484,Ya Ali,Gangster,Zubeen Garg,Sad
485,Lahu Munh Lag Gaya,Goliyon Ki Rasleela Ram-leela,Shail Hada,Dance
486,Yeh Kasoor Mera Hai,Jism 2,Sonu Kakkar,Sad
487,Shanivaar Raati,Main Tera Hero,"Arijit Singh, Shalmali Kholgade",Dance
488,Tere Dil Mein,Commando 2,Armaan Malik,Sad
489,Jab Haal E Dil Tumse Kehne Ko,Salaami,Alka Yagnik,Dance
490,Tattad Tattad,Goliyon Ki Rasleela Ram-leela,Aditya Narayan,Dance
491,Mohe Rang Do Laal,Bajirao Mastani,"Pandit Birju Maharaj, Shreya Ghoshal",Romantic
492,Ek Haseena Thi,Karzzzz,"Himesh Reshammiya, Shreya Ghoshal",Dance
493,Kahin Pyaar Na Ho Jaye,Kahin Pyaar Na Ho Jaye,"Alka Yagnik, Kumar Sanu",Romantic
494,Ek Do Teen,Tezaab,Alka Yagnik,Dance
495,Maahi Ve,Kal Ho Naa Ho,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan",Dance
496,Tere Mere,Chef,Armaan Malik,Sad
497,Allah Maaf Kare,Desi Boyz,"Shilpa Rao, Sonu Nigam",DanceRomantic
498,Le Le Maza Le,Wanted,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello",Dance
499,Jaa Sajna Tujhko Bhula,Raja,"Alka Yagnik, Udit Narayan",Sad
500,Nazar Se Nazar Mile,Bollywood HeightsMiley Naa Miley Hum,Rahat Fateh Ali Khan,Romantic
501,Gandi Baat,R... Rajkumar,"Kalpana Patowary, Mika Singh",Dance
502,Sarphiri,Laila Majnu,"Babul Supriyo, Shreya Ghoshal",Romantic
503,Mere Sapno Ki Rani,Aradhana,Kishore Kumar,DanceRomantic
504,Dum Dum,Band Baaja Baaraat,"Benny Dayal, Himani Kapoor",Dance
505,Sari Duniya Ka Boj,Coolie,Shabbir Kumar,Dance
506,Pink Lips,Hate Story 2,"Anjjan, Khushhboo Grewal, Meet Bros",Dance
507,Pee Loon,Once Upon A Time In Mumbai,Mohit Chauhan,Romantic
508,Khali Khali Dil,Tera Intezaar,"Armaan Malik, Payal Dev",Romantic
509,Hare Krishna Hare Ram,Commando 2,"Armaan Malik, Ritika",Dance
510,Single Rehne De,Simran,"Divya Kumar, Shalmali Kholgade",Dance
511,Jhak Maar Ke,Desi Boyz,"Harshdeep Kaur, Neeraj Shridhar",Dance
512,Naa Jaane,I Me Aur Main,"Anushka Manchanda, Neeraj Shridhar",Dance
513,Party On My Mind,Race 2,"K.K., Shefali Alvares, Yo Yo Honey Singh",Dance
514,Kajra Re,Bunty Aur Babli,"Alisha Chinai, Javed Ali, Shankar Mahadevan",Dance
515,Likhe Jo Khat Tujhe,Kanyadaan,Mohammed Rafi,Dance
516,Jhanjariya,Krishna,Abhijeet,Dance
517,O Saathi Re Tere Bina,Muqaddar Ka Sikandar,"Anjaan, Kishore Kumar",Sad
518,Tare Hain Barati,Virasat,"Jaspinder Narula, Kumar Sanu",Dance
519,Tu Zaroorat Nahi Tu Zaroori Hai,Fuddu,"Gandharv Sachdev, Shreya Ghoshal",Sad
520,Iski Uski,2 States,"Akriti Kakar, Shahid Mallya",Dance
521,Chote Chote Bhaiyon Ke Bade Bhaiya,Hum Saath-Saath Hain,"Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",Dance
522,Saiyaan Superstar,Ek Paheli Leela,Tulsi Kumar,Dance
523,Every Night & Day,Aap Se Mausiiquii,"Himesh Reshammiya, Iulia Vantur",Dance
524,Photocopy,Jai Ho,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal",Dance
525,Dil Tu Hi Bataa,Krrish 3,"Alisha Chinai, Zubeen Garg",Romantic
526,Beech Beech Mein,Jab Harry Met Sejal,"Arijit Singh, Shalmali Kholgade, Shefali Alvares",Dance
527,Aakhon Aakhon,Bhaag Johnny,Yo Yo Honey Singh,Dance
528,Kabhi Alvida Naa Kehna Title Track,Kabhi Alvida Naa Kehna,"Alka Yagnik, Sonu Nigam",RomanticSad
529,All Izz Well,3 Idiots,"Shaan, Sonu Nigam, Swanand Kirkire",Dance
530,Chandralekha,A Gentleman,"Jonita Gandhi, Vishal Dadlani",Dance
531,Mitwa,Kabhi Alvida Naa Kehna,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan",Dance
532,Baat Ban Jaaye,A Gentleman,"Priya Saraiya, Siddharth Basrur",DanceRomantic
533,Oye Hichki,Hichki,Harshdeep Kaur,Dance
534,Ang Laga De,Goliyon Ki Rasleela Ram-leela,"Aditi Paul, Shail Hada",RomanticSensual
535,Lagdi Hai Thaai,Simran,"Guru Randhawa, Jonita Gandhi",Dance
536,Ishq Chadha Hai,Single,Darshan Raval,Romantic
537,Bandeya,Dil Juunglee,Arijit Singh,Sad
538,Love Mera Hit Hit,Billu,"Neeraj Shridhar, Tulsi Kumar",Dance
539,Ishq Da Sutta,One Night Stand,"Jasmine Sandlas, Meet Bros",Dance
540,Zindagi Kuch Toh Bata,Bajrangi Bhaijaan,Jubin Nautiyal,Bollywood
541,Haareya,Meri Pyaari Bindu,Arijit Singh,Romantic
542,Patthar Ke Sanam,Patthar Ke Sanam,Mohammed Rafi,Sad
543,The Medley,Mujhse Dosti Karoge!,"Lata Mangeshkar, Pamela Chopra, Sonu Nigam, Udit Narayan",Dance
544,Raghupati Raghav,Krrish 3,"Bob, Monali Thakur, Neeraj Shridhar",Dance
545,The Padman Song,Padman,Mika Singh,Dance
546,Go Pagal,Jolly LLB 2,"Nindy Kaur, Raftaar",Dance
547,Sadi Gali,Tanu Weds Manu,Lehmber Hussainpuri,Dance
548,Daiya Daiya Daiya Re,Dil Ka Rishta,Alka Yagnik,DanceRomantic
549,Challa,Jab Tak Hai Jaan,Rabbi Shergill,Dance
550,Thoda Aur,Ranchi Diaries,"Arijit Singh, Palak Muchhal",Romantic
551,Sexy Baby Girl,Tera Intezaar,"Lil Golu, Swati Sharma",Dance
552,Ek Dilruba Hai,Bewafaa,Udit Narayan,DanceRomantic
553,Tu Pyar Hai Kisi Aur Ka,Dil Hai Ke Manta Nahin,"Anuradha Paudwal, Kumar Sanu",Sad
554,Aata Majhi Satakli,Singham Returns,"Mamta Sharma, Nitu Choudhry, Yo Yo Honey Singh",Dance
555,Ishq Bulaava,Hasee Toh Phasee,Sanam Puri,Romantic
556,Thug Le,Ladies Vs Ricky Bahl,"Sweta Pandit, Vishal Dadlani",Dance
557,Hum Mar Jayenge,Aashiqui 2,"Arijit Singh, Tulsi Kumar",Sad
558,Desi Girl,Dostana,"Shankar Mahadevan, Sunidhi Chauhan, Vishal Dadlani",Dance
559,Madamji Go Easy,Hichki,"Benny Dayal, David Klyton",Dance
560,Tu Dharti Pe Chaahe Jahan Bhi,Jeet,"Alka Yagnik, Kumar Sanu",Romantic
561,Sandese Aate Hain,Border,"Roop Kumar Rathod, Sonu Nigam",Patriotic
562,Tenu Le Ke,Salaam-E-Ishq,"Mahalakshmi Iyer, Sonu Nigam",Dance
563,Pehli Nazar Mein,Race,Atif Aslam,Romantic
564,I Wanna Tera Ishq,Great Grand Masti,"Shivangi Bhayana, Shivranjani Singh",Dance
565,Nimbooda Nimbooda,Hum Dil De Chuke Sanam,"Ismail Darbar, Kavita Krishnamurthy",Dance
566,Tera Rang Balle Balle,Soldier,"Jaspinder Narula, Sonu Nigam",Dance
567,Dil Laga Na,Dhoom 2,"Jolly Mukherjee, Mahalaxmi Iyer, Soham Chakrabarthy, Sukhbir, Suzanne D'Mello",Dance
568,Naina Banjare,Pataakha,Arijit Singh,Romantic
569,Yadaan Teriyaan,Hero,Rahat Fateh Ali Khan,Bollywood
570,Asalaam-E-Ishqum,Gunday,"Bappi Lahiri, Neha Bhasin",Dance
571,Nadaan Parindey,Rockstar,A.R. Rahman,Sad
572,You Are My Soniya,Kabhi Khushi Kabhie Gham,"Alka Yagnik, Sonu Nigam",Dance
573,Aaja Nachle,Aaja Nachle,Sunidhi Chauhan,Dance
574,Piya O Re Piya,Tere Naal Love Ho Gaya,"Atif Aslam, Shreya Ghoshal",Romantic
575,Halka Halka,Raees,"Ram Sampath, Shreya Ghoshal, Sonu Nigam",DanceRomantic
576,Peh Gaya Khalara,Fukrey Returns,"Akanksha Bhandari, Akasa Singh, Divya Kumar, Jasleen Royal",Dance
577,Malang,Dhoom 3,"Shilpa Rao, Siddharth Mahadevan",Dance
578,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,"Alka Yagnik, Udit Narayan",Romantic
579,Tay Hai,Rustom,Ankit Tiwari,Sad
580,Usire Usire,Hebbuli,"Shaan, Shreya Ghoshal",DanceRomantic
581,Papa Mere Papa,Main Aisa Hi Hoon,"Baby Aparna, Shreya Ghoshal, Sonu Nigam",Bollywood
582,Go Go Govinda (Reprise),OMG Oh My God!,"Aaman Trikha, Shreya Ghoshal",Dance
583,Go Go Govinda,OMG Oh My God!,"Aman Trikha, Shreya Ghoshal",Dance
584,Tu Mujhe Kabool,Khuda Gawah,"Kavita Krishnamurthy, Mohammad Aziz",Dance
585,Hori Khele Raghuveera,Baghban,"Alka Yagnik, Amitabh Bachchan, Sukhwinder Singh, Udit Narayan",Dance
586,Aap Ka Aana Dil Dhadkana,Kurukshetra,"Alka Yagnik, Kumar Sanu",Dance
587,Love Tujhe Love Main Karta,Barsaat,"Alka Yagnik, Kumar Sanu",Romantic
588,Just Go to Hell Dil,Dear Zindagi,"Amit Trivedi, Sunidhi Chauhan",Sad
589,Party All Night,Boss,Yo Yo Honey Singh,Dance
590,Talli Tonight,Veerey Ki Wedding,"Deep Money, Meet Bros, Mellow D, Neha Kakkar",Dance
591,Darasal,Raabta,Atif Aslam,Romantic
592,Mauja Hi Mauja,Jab We Met,Mika Singh,Dance
593,Dhokha Dhadi,R... Rajkumar,Arijit Singh,Romantic
594,Dhoom Machale Dhoom,Dhoom 3,Aditi Singh Sharma,Dance
595,Ikk Kudi,Udta Punjab,Diljit Dosanjh,Romantic
596,Jhalak Dikhla Ja,Aksar,Himesh Reshammiya,Dance
597,Baby Doll,Ragini MMS 2,"Anjjan, Kanika Kapoor, Meet Bros",Dance
598,Laila O Laila,Qurbani,"Amit Kumar, Kanchan",Dance
599,Jaane De,Qarib Qarib Singlle,Atif Aslam,Bollywood
600,Dilli Wali Girlfriend,Yeh Jawaani Hai Deewani,"Arijit Singh, Sunidhi Chauhan",Dance
601,Mar Jaayen,Loveshhuda,Atif Aslam,Sad
602,I Love My India,Pardes,"Hariharan, Kavita Krishnamurthy",Dance
603,O Sahiba O Sahiba,Dil Hai Tumhaara,"Kavita Krishnamurthy, Sonu Nigam",Sad
604,O Saaki Saaki,Musafir,"Sukhwinder Singh, Sunidhi Chauhan",Dance
605,Let’s Talk About Love,Baaghi,"Manj Musik, Neha Kakkar, Raftaar",Dance
606,Satakli,Happy New Year,Sukhwinder Singh,Dance
607,Kashmir Main Tu Kanyakumari,Chennai Express,"Arijit Singh, Neeti Mohan, Sunidhi Chauhan",Dance
608,Kaala Doreya,Kaalakaandi,Neha Bhasin,Bollywood
609,Raabta,Agent Vinod,"Arijit Singh, Hamsika, Joi",Romantic
610,Vele,Student of the Year,"Shekhar Ravjiani, Vishal Dadlani",Dance
611,440 Volt,Sultan,Mika Singh,Dance
612,Aapka Kya Hoga,Housefull,"Arun Ingle, Mika Singh, Sajid Khan, Shankar Mahadevan, Sunidhi Chauhan",Dance
613,Tere Ishq Mein Naachenge,Raja Hindustani,"Alisha Chinai, Kumar Sanu, Sapna Mukharji",Dance
614,Kisi Ki Muskurahaton Se,Anari,Mukesh,Dance
615,Bawara Mann,Jolly LLB 2,"Jubin Nautiyal, Neeti Mohan",Romantic
616,Tere Bina (Guru),Guru,"A.R. Rahman, Chinmaye, Murtuza Khan, Qadir Khan",Dance
617,Itna Sannata Kyun Hai,Golmaal Again,"Aditi Singh Sharma, Amit Mishra",Dance
618,Desi Look,Ek Paheli Leela,Kanika Kapoor,Dance
619,Chamakti Shaam Hai,Yaadein,"Alka Yagnik, Sonu Nigam",Dance
620,Sarsariya,Mohenjo Daro,"Shashaa Tirupati, Shashwat Singh",Romantic
621,Jag Soona Soona Lage,Om Shanti Om,,Sad
622,Kandhon Se Milte Hain Kandhe,Lakshya,"Hariharan, Kunal Ganjawala, Roop Kumar Rathod, Shankar Mahadevan, Sonu Nigam, Vijay Prakash",Patriotic
623,Deewangi Deewangi,Om Shanti Om,"Rahul Saxena, Shaan, Shreya Ghoshal, Sunidhi Chauhan, Udit Narayan",Dance
624,Tareefan Remix,Veere Di Wedding,Badshah,Dance
625,Samjhawan,Humpty Sharma Ki Dulhania,"Arijit Singh, Shreya Ghoshal",Sad
626,Bam Lahiri,Shor in the City,Kailash Kher,Dance
627,Chicken Kuk Doo Koo,Bajrangi Bhaijaan,"Mohit Chauhan, Palak Muchhal",Dance
628,Dhating Naach,Phata Poster Nikhla Hero,"Nakash Aziz, Neha Kakkar",Dance
629,Tu Itni Khoobsurat Hai,Barkhaa,Rahat Fateh Ali Khan,Sad
