song_id,title,release,artist_name,Genre
630,O Priya Priya,Dil,"Anuradha Paudwal, Shabbir Kumar",Sad
631,Manchala,Hasee Toh Phasee,"Nupur Pant, Shafqat Amanat Ali",Sad
632,Lukka Chuppi,Rang De Basanti,"A.R. Rahman, Lata Mangeshkar",Sad
633,Prem Leela,Prem Ratan Dhan Payo,"Aaman Trikha, Vineet Singh",Dance
634,Khuda Jaane,Bachna Ae Haseeno,"K.K., Shilpa Rao",Romantic
635,Premika,Dilwale,"Benny Dayal, Kanika Kapoor",Dance
636,Tera Mujhse Hai Pehle Ka Naata Koi,Aa Gale Lag Jaa,"Kishore Kumar, Sushma Shrestha",Romantic
637,Character Dheela,Ready,"Amrita Kak, Neeraj Shridhar",Dance
638,Munni Badnam Hui,Dabangg,"Aishwarya, Mamta Sharma",Dance
639,Saadda Haq,Rockstar,Mohit Chauhan,Dance
640,Rehnuma,Rocky Handsome,"Inder Bawra, Shreya Ghoshal",RomanticSad
641,Ilahi,Yeh Jawaani Hai Deewani,Arijit Singh,Dance
642,Neendein Khul Jaati Hain,Hate Story 3,"Kanika Kapoor, Meet Bros, Mika Singh",Dance
643,Phir Le Aya Dil,Barfi,Shafqat Amanat Ali,Sad
644,Main Yahaan Hoon,Veer Zaara,Udit Narayan,Dance
645,Soni Soni,Mohabbatein,"Ishaan, Jaspinder Narula, Manohar Shetty, Pritha Majumdar, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",Dance
646,Rocket Saiyyan,Shubh Mangal Saavdhan,"Brijesh Shandilya, Ritu Pathak, Tanishk Baagchi",Dance
647,Khol De Par,Hichki,Arijit Singh,Bollywood
648,Humko Humise Chura Lo,Mohabbatein,"Lata Mangeshkar, Udit Narayan",Romantic
649,Be Intehaan,Race 2,"Atif Aslam, Sunidhi Chauhan",Romantic
650,Subhanallah,Yeh Jawaani Hai Deewani,"Shilpa Rao, Sreerama Chandra Mynampati",Romantic
651,Dholna,Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan",Romantic
652,Koi Ishaara,Force 2,Armaan Malik,RomanticSad
653,Phir Bhi Dil Hai Hindustani,Phir Bhi Dil Hai Hindustani,Udit Narayan,Patriotic
654,Kore Kore Sapne,Sooryavansham,"Anuradha Paudwal, Kumar Sanu",Dance
655,Hale Dil,Murder 2,Harshit Saxena,Romantic
656,Aaoge Jab Tum,Jab We Met,Rashid Khan,Sad
657,Tinku Jiya,Yamla Pagla Deewana,"Javed Ali, Mamta Sharma",Dance
658,Lakshya – Title Track,Lakshya,Shankar Mahadevan,Patriotic
659,Pretty Woman,Kal Ho Naa Ho,"Ravi Khote, Shankar Mahadevan",Dance
660,Silsila Ye Chaahat Ka,Devdas,Shreya Ghoshal,Romantic
661,Helicopter,Ranchi Diaries,"Neha Kakkar, Tony Kakkar",Dance
662,Kabhi Khushi Kabhie Gham,Kabhi Khushi Kabhie Gham,Lata Mangeshkar,Sad
663,Chak Lein De,Chandni Chowk To China,Kailash Kher,Motivational
664,Meri Aashiqui Ab Tum Hi Ho,Aashiqui 2,"Arijit Singh, Palak Muchhal",RomanticSad
665,Tere Dware Pe Aai Baraat,Vivah,"Ravindra Jain, Sudesh Bhosle",Dance
666,Badi Mushkil Hai,Anjaam,Abhijeet,Romantic
667,Toh Dishoom,Dishoom,"Raftaar, Shahid Mallya",Dance
668,Kudiye Ni Tere,Happy Phir Bhaag Jayegi,"Shivangi Bhayana, Udit Narayan",Romantic
669,Hu Ba Hu,Padman,Amit Trivedi,Dance
670,Kitna Pagal Dil Hai,Andaaz,Kumar Sanu,Romantic
671,Sahiba Russ Gayiya,Firangi,Rahat Fateh Ali Khan,Sad
672,Mehfooz,Tera Intezaar,Yasser Desai,RomanticSad
673,Veerey Ki Wedding,Veerey Ki Wedding,Navraj Hans,Dance
674,Ek Pal Ka Jeena,Kaho Naa.... Pyaar Hai,Lucky Ali,Dance
675,Gori Tu Latth Maar,Toilet Ek Prem Katha,"Palak Muchhal, Sonu Nigam",Romantic
676,Jal Rahin Hain,Bahubali - The Beginning,Kailash Kher,Bollywood
677,Tum Jo Mile,Saansein,Armaan Malik,Romantic
678,Saathiya Tune Kya Kiya,Love,"K. S. Chithra, S.P. Balasubrahmanyam",Dance
679,Humne Pee Rakhi Hai,Sanam Re,"Ikka, Jaz Dhami, Neha Kakkar",Dance
680,Bheegi Si Bhaagi Si,Raajneeti,Mohit Chauhan,Romantic
681,Chura Liya Hai,Yaadon Ki Barat,Mohammed Rafi,Romantic
682,Right Now Now,Housefull 2,"Sunidhi Chauhan, Suzanne D'Mello, Wajid",Dance
683,Crazy Kiya Re,Dhoom 2,Sunidhi Chauhan,Dance
684,Ziddi Dil,Mary Kom,Vishal Dadlani,Motivational
685,Abhi Abhi,Jism 2,K.K.,RomanticSad
686,Bahara,I Hate Luv Storys,"Shreya Ghoshal, Sona Mohapatra",Romantic
687,Dekh Lena,Tum Bin 2,"Arijit Singh, Tulsi Kumar",Romantic
688,Dheere Dheere Se Meri Zindagi Mein Aana,Aashiqui,"Anuradha Paudwal, Kumar Sanu",Bollywood
689,Tu Zaroori,ZiD,"Sharib Sabri, Sunidhi Chauhan",Romantic
690,Afeemi,Meri Pyaari Bindu,"Jigar Saraiya, Sanah Moidutty",Romantic
691,Salaam E Ishq,Salaam-E-Ishq,"Kunal Ganjawala, Sadhana Sargam, Shankar, Shreya Ghosal, Sonu Nigam",Dance
692,Naughty Billo,Phillauri,"Diljit Dosanjh, Nakash Aziz, Shilpi Paul",Dance
693,Behka,High Jack,Vibha Saraf,Dance
694,Pyar Ke Liye,Dil Kya Kare,Alka Yagnik,Romantic
695,Dil Na Diya,Krrish,Kunal Ganjawala,Dance
696,Sukoon Mila,Mary Kom,Arijit Singh,Romantic
697,Dil To Pagal Hai,Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan",Romantic
698,Do Anjaane Ajnabi,Vivah,"Shreya Ghoshal, Udit Narayan",Romantic
699,Tujh Mein Rab Dikhta Hai,Rab Ne Bana Di Jodi,Roop Kumar Rathod,Romantic
700,Palki Mein Hoke Sawar Chali Re,Khal Nayak,Alka Yagnik,Dance
701,Andekhi Anjaani,Mujhse Dosti Karoge!,"Lata Mangeshkar, Udit Narayan",Romantic
702,Dhinka Chika,Ready,"Amrita Kak, Mika Singh",Dance
703,Main Agar,Tubelight,Atif Aslam,Romantic
704,Kyon,Barfi,"Papon, Sunidhi Chauhan",Romantic
705,Tera Mera Milna,Aap Kaa Surroor,"Himesh Reshammiya, Shreya Ghoshal",Sad
706,Daayre,Dilwale,Arijit Singh,Romantic
707,Sahiba,Phillauri,"Pawni Pandey, Romy",Sad
708,Saajan Saajan,Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",DanceRomantic
709,Aisa Des Hai Mera,Veer Zaara,"Gurdas Maan, Lata Mangeshkar, Preetha Mazumdar, Udit Narayan",Patriotic
710,Lost Without You,Half Girlfriend,"Ami Mishra, Anushka Shahaney",Sad
711,Dhal Jaun Main,Rustom,"Aakanksha Sharma, Jubin Nautiyal",RomanticSad
712,Badass Babuaa,Bareilly Ki Barfi,"Abhishek Nailwal, Neha Bhasin, Sameer Uddin",Dance
713,Aaj Kehna Zaroori Hai,Andaaz,"Alka Yagnik, Udit Narayan",Romantic
714,Ye Toh Sach Hai Ke Bhagwan,Hum Saath-Saath Hain,Hariharan,Dance
715,Dastaan-e-Om Shanti Om,Om Shanti Om,Shaan,Dance
716,Saanson Ke,Raees,K.K.,Sad
717,O Jiji,Vivah,"Pamela Jain, Shreya Ghoshal",Dance
718,Hug Me,Beiimaan Love,"Kanika Kapoor, Raghav Sachar",Dance
719,Halkat Jawani,Heroine,Sunidhi Chauhan,Dance
720,Ek Dil Hai,Ek Rishtaa,"Alka Yagnik, Kumar Sanu",Romantic
721,Black Jama Hai,Raid,Sukhwinder Singh,Bollywood
722,Confused Lover,Teri Bhabhi Hai Pagle,"Aaniya, Mika Singh",Dance
723,Tumse Milne Ki Tamanna Hai,Saajan,S.P. Balasubrahmanyam,Dance
724,Afsana,Dil Diya Hai,"Himesh Reshammiya, Tulsi Kumar",Dance
725,Naina,Khoobsurat,"Armaan Malik, Sona Mohapatra",RomanticSad
726,Naina,Khoobsurat,"Armaan Malik, Sona Mohapatra",Sad
727,Dil Mein Dard Sa Jaga Hai,Kranti,"Alka Yagnik, Udit Narayan",Dance
728,Anarkali Disco Chali,Housefull 2,"Mamta Sharma, Sukhwinder Singh",Dance
729,Jab Dil Miley,Yaadein,"Asha Bhosle, Udit Narayan",Dance
730,Humko Humise Chura Lo,Mohabbatein,"Lata Mangeshkar, Udit Narayan",Romantic
731,Make Some Noise For The Desi Boyz,Desi Boyz,"Bob, K.K.",Dance
732,Aga Bhai,Aiyyaa,Monali Thakur,Dance
733,Sehmi Hai Dhadkan,Daas Dev,Atif Aslam,Sad
734,Jawaani Le Doobi,Kyaa Kool Hain Hum 3,"Kanika Kapoor, Uvie",Dance
735,Humko Tumse Pyar Hai,Ishq,Abhijeet,Dance
736,Sadda Move,Raabta,"Diljit Dosanjh, Pardeep Singh Sran",Dance
737,Soniyo,Raaz,"Neeraj Shridhar, Raju Singh, Shreya Ghoshal, Sonu Nigam",Romantic
738,Kaun Nachdi,Sonu Ke Titu Ki Sweety,"Guru Randhawa, Neeti Mohan",Dance
739,Dhoom Machale,Dhoom,Sunidhi Chauhan,DanceRomantic
740,Door Na Ja,Mitron,Sonu Nigam,Sad
741,Ishq Shava,Jab Tak Hai Jaan,"Raghav Mathur, Shilpa Rao",Dance
742,Boss Title Track,Boss,"Anjjan, Meet Bros, Yo Yo Honey Singh",Dance
743,Tum Ko Dekha To Yeh Khayal Aya,Saath Saath,"Chitra Singh, Jagjit Singh",Romantic
744,Jaane Nahi Denge Tujhe,3 Idiots,Sonu Nigam,Sad
745,Tadap Tadap,Hum Dil De Chuke Sanam,"Dominique, K.K.",Sad
746,Senti Wali Mental,Shaandaar,"Amit Trivedi, Arijit Singh, Neeti Mohan, Swanand Kirkire",Dance
747,Sapna Jahan,Brothers,"Neeti Mohan, Sonu Nigam",Sad
748,Urvashi Urvashi,Hum Se Hai Muqabala,"A.R. Rahman, Noel James, Shankar Mahadevan",Dance
749,Tere Bina,Haseena Parkar,"Arijit Singh, Priya Saraiya",Romantic
750,Hoor,Hindi Medium,Atif Aslam,Sad
751,Chhoti Chhoti Raatein,Tum Bin,"Anuradha Paudwal, Sonu Nigam",DanceRomantic
752,Sanson Ki Zarurat Hai Jaise,Aashiqui,Kumar Sanu,Romantic
753,Zoobi Doobi,3 Idiots,"Shreya Ghoshal, Sonu Nigam",DanceRomantic
754,Mannat,Daawat e Ishq,"Keerthi Sagathia, Shreya Ghoshal, Sonu Nigam",Dance
755,Intezaar,Tera Intezaar,Shreya Ghoshal,Sad
756,Agar Tu Hota,Baaghi,Ankit Tiwari,Sad
757,Hai Dil,Dil Ka Rishta,"Alka Yagnik, Kumar Sanu",Romantic
758,Pardesiya,Soorma,"Ehsaan Noorani, Hemant Brijwasi, Sahil Akhtar, Shankar Mahadevan, Shehnaz Akhtar",Sad
759,Ishtehaar,Welcome To New York,"Dhvani Bhanushali, Rahat Fateh Ali Khan",Sad
760,Twist,Love Aj Kal,Neeraj Shridhar,Dance
761,You’re My Life,Partner,"Earl, Shaan, Shweta Pandit, Suzanne D'Mello",DanceRomantic
762,Mat Maari,R... Rajkumar,"Kunal Ganjawala, Sunidhi Chauhan",Dance
763,Mujhse Juda Hokar,Hum Aapke Hain Koun,"Lata Mangeshkar, S.P. Balasubrahmanyam",Sad
764,Second Hand Jawaani,Cocktail,"Miss Pooja, Nakkash Aziz, Neha Kakkar",Dance
765,Naina Re,Dangerous Ishq,"Himesh Reshammiya, Rahat Fateh Ali Khan, Shreya Ghoshal",Sad
766,Tere Naina,My Name is Khan,"Shafqat Amanat Ali, Shankar Ehsaan Loy",Romantic
767,Haathon Mein Thhe Haath,Mubarakan,"Aditi Singh Sharma, Altamash Faridi, Arpita Mukherjee, Papon",Sad
768,Gajanana,Bajirao Mastani,"Shreyas Puranik, Sukhwinder Singh",Devotional
769,Tum Mile,Tum Mile,Neeraj Shridhar,Romantic
770,Meri Khamoshi Hai,Pari,Ishan Mitra,Sad
771,Oh My Darling,Mujhse Dosti Karoge!,"Alisha Chinai, Sonu Nigam",Dance
772,Nainon Men Sapna,Himmatwala,"Kishore Kumar, Lata Mangeshkar",Dance
773,Tu Jo Hain,Mr. X,Ankit Tiwari,RomanticSad
774,Dheere Dheere Bol Koi Sun Na Le,Gora Aur Kala,"Lata Mangeshkar, Mukesh",Romantic
775,Mohenjo Daro,Mohenjo Daro,"A.R. Rahman, Arijit Singh, Bela Shende, Sanah Moidutty",Dance
776,Jai Jai Shiv Shankar,Aap Ki Kasam,"Kishore Kumar, Lata Mangeshkar",Dance
777,Ladki Kyon Na Jane Kyon,Hum Tum,"Alka Yagnik, Shaan",Dance
778,Drama Queen,Hasee Toh Phasee,"Shreya Ghoshal, Vishal Dadlani",Dance
779,Khaike Paan Banaras Wala,Don,Kishore Kumar,Dance
780,Tu Hi Haqeeqat,Tum Mile,"Irshan Ashraf, Javed Ali, Shadaab Faridi",Romantic
781,Tune Maari Entriyaan (Bangla Version),Gunday,"Bappi Lahiri, Monali Thakur",Dance
782,Gudgudi,Secret Superstar,Sunidhi Chauhan,Bollywood
783,Yeh Kaisi Jagah,Hamari Adhuri Kahani,"Deepali Sathe, Zubeen Garg",Sad
784,Bass Gira De Raja,Veere Di Wedding,Shashwat Sachdev,Bollywood
785,Wada Karle Sajna Tere Bina,Haath Ki Safai,"Lata Mangeshkar, Mohammed Rafi",Romantic
786,Jhalla Wallah,Ishaqzaade,Shreya Ghoshal,Dance
787,Hamesha Tumko Chaha,Devdas,"Kavita Krishnamurthy, Udit Narayan",Sad
788,Mujhko Barsaat Bana Lo,Junooniyat,Armaan Malik,Romantic
789,Aaya Tere Dar Par,Veer Zaara,"Ahmed Hussain, Javed Hussain, Mohd Vakil, Mohd. Hussain",Devotional
790,Ho Nahi Sakta,Diljale,Udit Narayan,Romantic
791,Saale Sapne,Padman,Mohit Chauhan,Bollywood
792,Kaun Tujhe,M.S. Dhoni-The Untold Story,Armaan Malik,Romantic
793,Tere Liye,Prince,"Atif Aslam, Shreya Ghoshal",Dance
794,Tu Isaq Mera,Hate Story 3,"Meet Bros, Neha Kakkar",RomanticSensual
795,Shaam Shaandaar,Shaandaar,Amit Trivedi,Dance
796,Banjaara,Ek Tha Tiger,Sukhwinder Singh,DanceRomantic
797,Akkha India Janta Hai,Jaan Tere Naam,Kumar Sanu,Romantic
798,Tharki Chokro,PK,Swaroop Khan,Dance
799,Phir Se,Phir Se,"Nikhil Dsouza, Shreya Ghoshal",Bollywood
800,Gale Lag Ja,De Dana Dan,"Banjyotsna, Javed Ali",Dance
801,Aadat (Juda Hoke Bhi),Kalyug,Atif Aslam,Sad
802,Jane Kaise Kab Kahan Iqrar Ho Gaya,Shakti,"Kishore Kumar, Lata Mangeshkar",Romantic
803,Agar Tum Mil Jao,Zeher,Shreya Ghoshal,Romantic
804,Kaara Fankaara,Ok Jaanu,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Ashima Mahajan, Hard Kaur, Kaly, Paroma Dasgupta, Shashaa Tirupati",Dance
805,Chokra Jawaan,Ishaqzaade,"Sunidhi Chauhan, Vishal Dadlani",Dance
806,Didi Tera Devar Deewana,Hum Aapke Hain Koun,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
807,Saiyan Re,Nirdosh,"Mohammed Irfan, Palak Muchhal",Romantic
808,Pal Pal Dil Ke Paas,Blackmail,Kishore Kumar,Romantic
809,Rail Gaddi,Tutak Tutak Tutiya,"Navraj Hans, Swati Sharrma",Dance
810,Ek Din Bik Jayega Mati Ke Mol,Dharam Karam,Mukesh,Dance
811,Main Koi Aisa Geet,Yes Boss,Abhijeet,Dance
812,Yeh Ishq Hai,Jab We Met,Shreya Ghoshal,Dance
813,Alizeh,Ae Dil Hai Mushkil,"Alizeh Ash King, Arijit Singh, Shashwat Singh",Romantic
814,Kaho Na Kaho,Murder,Amir Jamal,RomanticSensual
815,Imli Ka Boota,Saudagar,"Mohammad Aziz, Sudesh Bhonsle",Bollywood
816,Hey Shona,Tara Rum Pum,"Shaan, Sunidhi Chauhan",DanceRomantic
817,Chalte Chalte,Mohabbatein,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",Dance
818,Iktara,Wake Up Sid,"Amit Trivedi, Amitabh Bhattacharya, Kavita Seth",Romantic
819,Aap Ki Nazron Ne Samjha,Anpadh,Lata Mangeshkar,Romantic
820,Tu Chahiye,Bajrangi Bhaijaan,Atif Aslam,Romantic
821,Ole Ole,Ye Dillagi,Abhijeet,Dance
822,Tutak Tutak Tutiya,Tutak Tutak Tutiya,"Kanika Kapoor, Malkit Singh, Sonu Sood",Dance
823,Meri Duniya Tu Hi Re,Heyy Babyy,"Shaan, Shankar Mahadevan, Sonu Nigam",Dance
824,Mujhko Yaad Sataye Teri,Phir Hera Pheri,Himesh Reshammiya,Dance
825,Jane Kahan Gaye Woh Din,Mera Naam Joker,Mukesh,Sad
826,Nonsense Ki Night,Happy New Year,Mika Singh,Dance
827,Daaru Desi,Cocktail,"Benny Dayal, Shalmali Kholgade",Dance
828,Fugly Fugly Kya Hai,Fugly,Yo Yo Honey Singh,Dance
829,Buddhu Sa Mann,Kapoor & Sons,"Amaal Mallik, Armaan Malik",Dance
830,Jiska Mujhe Tha Intezar,Don,"Kishore Kumar, Lata Mangeshkar",Romantic
831,Raat Ka Nasha,Asoka,K. S. Chithra,Dance
832,Zara Zara Touch Me,Race,Monali Thakur,Dance
833,Wada Karo Nahi Chodoge,Aa Gale Lag Jaa,"Kishore Kumar, Lata Mangeshkar",Romantic
834,Sajde,Kill Dil,"Arijit Singh, Gulzar, Nihira Joshi Deshpande",Romantic
835,Khair Mangda,A Flying Jatt,Atif Aslam,Sad
836,Tere Naal Ishqa,Shivaay,Kailash Kher,Sad
837,Na Na Na Re,Mrityudaata,"Daler Mehndi, Sudesh Bhonsle",Dance
838,Tum Aa Gaye Ho Noor Aa Gaya Hai,Aandhi,"Kishore Kumar, Lata Mangeshkar",Romantic
839,Mujeh Naulakha Mangade,Sharaabi,"Bappi Lahiri, Kishore Kumar",Dance
840,Ainvayi Ainvayi,Band Baaja Baaraat,"Salim Merchant, Sunidhi Chauhan",Dance
841,Awaaz Deke,Professor,"Lata Mangeshkar, Mohammed Rafi",Romantic
842,Tum Tak,Raanjhanaa,"A.R. Rahman, A.V. Pooja, Javed Ali, Kirti Sagathia",DanceRomantic
843,Chitta Ve,Udta Punjab,"Babu Haabi, Bhanu Pratap, Shahid Mallya",Dance
844,Get Up Jawani,International Villager,"Badshah, Yo Yo Honey Singh",Dance
845,Ji Huzoori,Ki & Ka,"Deepali, Mithoon",Romantic
846,Dhingana,Raees,Mikha Singh,Dance
847,Sapna,Parmanu The Story of Pokhran,Arijit Singh,Sad
848,Bandeyaa,Jazbaa,Jubin Nautiyal,Sad
849,Maula Mere Lele Meri Jaan,Chak De India,"Krishna Beura, Salim Merchant",Devotional
850,Rang De Basanti,Rang De Basanti,"Daler Mehndi, K. S. Chithra",Patriotic
851,Kundali,Manmarziyaan,"Anita Gandharva, Meenal Jain, Meghna Mishra, Rani Kaur, Vaishnavi Mishra, Yashika Sikka, Yashita Sharma",Dance
852,Shuru Kar,Aiyaary,"Amit Mishra, Neha Bhasin, Rochak Kohli",Dance
853,Je T’aime,Befikre,"Sunidhi Chauhan, Vishal Dadlani",Bollywood
854,Tooh,Gori Tere Pyaar Mein,"Mamta Sharma, Mika Singh, Shekhar, Vishal",Dance
855,Main Tera Dhadkan Teri,Ajab Prem Ki Ghazab Kahani,"Hard Kaur, K.K., Sunidhi Chauhan",Dance
856,Le Gayi,Dil Toh Pagal Hai,Asha Bhosle,Dance
857,Le Gayi,Dil To Pagal Hai,Asha Bhosle,Dance
858,Aankhein Khuli,Mohabbatein,"Ishaan, Lata Mangeshkar, Manohar Shetty, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",Dance
859,Rang Barse,Silsila,Amitabh Bachchan,Dance
860,Gawah Hai Chand Tare,Damini,"Alka Yagnik, Kumar Sanu",Romantic
861,Aisa Kyun Maa,Neerja,Sunidhi Chauhan,Sad
862,Tu Hi Re,,Hariharan,Romantic
863,Mera Mann Kehne Laga,Nautanki Saala,Falak Shabir,Dance
864,Shut Up & Bounce,Dostana,"Sunidhi Chauhan, Vishal Dadlani",Romantic
865,One Two Three Four,Chennai Express,"Hamsika Iyer, Vishal Dadlani",Dance
866,Haseeno Ko Aate Hain,Lahoo Ke Do Rang,"Alka Yagnik, Udit Narayan",Dance
867,Kasam Khake Kaho,Dil Hai Tumhaara,"Alka Yagnik, Kumar Sanu",Romantic
868,Dil Ka Rishta,Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",Romantic
869,Sajdaa,My Name is Khan,"Rahat Fateh Ali Khan, Richa Sharma, Shankar Mahadevan",Romantic
870,Mujhe Tumse Mohabbat Hai,Tumsa Nahin Dekha,"Shaan, Shreya Ghoshal",DanceRomantic
871,Tujhe Dekha To,Dilwale Dulhania Le Jayenge,"Kumar Sanu, Lata Mangeshkar",Romantic
872,Watan Wallon Watan Na,Indian,"Alka Yagnik, Shaan",Patriotic
873,Zara Si Dosti,Happy Bhaag Jayegi,Arijit Singh,Bollywood
874,Pani Da Rang,Vicky Donor,Ayushman Khurana,Romantic
875,De De Jagah,Parmanu The Story of Pokhran,Yasser Desai,Bollywood
876,Tum Itna Jo Muskura Rahe Ho,Arth,Jagjit Singh,Romantic
877,Ham The Jinke Sahare,Safar,Lata Mangeshkar,Sad
878,Titli,Chennai Express,"Chinmayi Sripaada, Gopi Sunder",Romantic
879,Laung Da Lashkara,Patiala House,"Hard Kaur, Mahalakshmi Iyer",Dance
880,Maa Ka Phone,Khoobsurat,Priya Panchal,Dance
881,Zindagi Ka Safar,Safar,Kishore Kumar,Sad
882,O Saathiya,Sweetiee Weds NRI,"Arko, Armaan Malik, Prakriti Kakkar",Romantic
883,Kasam Ki Kasam,Main Prem Ki Diwani Hoon,"K. S. Chithra, Shaan",RomanticSad
884,Gun Gun Guna,Agneepath,"Sunidhi Chauhan, Udit Narayan",Dance
885,Jeeta Hoon Jiske Liye,Dilwale,"Alka Yagnik, Kumar Sanu",Romantic
886,Aye Khuda (Duet),Rocky Handsome,"Rahat Fateh Ali Khan, Shreya Ghoshal",Sad
887,Dreamum Wakeupum,Aiyyaa,Soumya Rai,Dance
888,Balma Tum Balma Ho Mere Khali,Nagina,Kavita Krishnamurthy,Dance
889,Ishq Bina,Taal,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",Romantic
890,Ab Tere Bin,Aashiqui,Kumar Sanu,Sad
891,Ankhiyaan,Do Lafzon Ki Kahani,Kanika Kapoor,Sad
892,Teri Yaad,Bewafaa,Ghulam Ali,Sad
893,Jalwa,Wanted,"Earl, Wajid",Dance
894,Judaai,I Love New Year,Falak Shabir,Sad
895,Aayat,Bajirao Mastani,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",Sad
896,Dil Dooba,Khakee,"Shreya Ghoshal, Sonu Nigam",Dance
897,Pyaar Deewana Hota Hai,Kati Patang,Kishore Kumar,Romantic
898,Nazrein Mili Dil Dhadka,Raja,"Alka Yagnik, Udit Narayan",Dance
899,Po Po,Son of Sardaar,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla",Dance
900,Son Of Sardaar,Son of Sardaar,"Aaman Trikha, Himesh Reshammiya",Dance
901,Roobaroo,Rang De Basanti,"A.R. Rahman, Naresh Iyer",Dance
902,Khush Rahe Tu Sada,Khilona,Mohammed Rafi,Sad
903,Chaar Kadam,PK,"Shaan, Shreya Ghoshal",Romantic
904,Are Re Are,Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan",Dance
905,Shiddat,Sweetiee Weds NRI,Armaan Malik,Sad
906,Dil Kehta Hai,Akele Hum Akele Tum,"Alka Yagnik, Kumar Sanu",Sad
907,Dilnashin Dilnashin,Aashiq Banaya Aapne,K.K.,Dance
908,Sawaar Loon,Lootera,Monali Thakur,Dance
909,Zehnaseeb,Hasee Toh Phasee,"Chinmayi Sripaada, Shekhar Ravjiani",Dance
910,"Joote Do, Paise Lo",Hum Apke Hain Koun,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
911,Dekha Ek Khwab,Silsila,"Kishore Kumar, Lata Mangeshkar",Romantic
912,Maa,Taare Zameen Par,Shankar Mahadevan,Sad
913,Jogi Mahi,Bachna Ae Haseeno,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",Dance
914,Mat Ja Re,Tanu Weds Manu,Ankit Tiwari,Dance
915,Ooh La La,The Dirty Picture,"Bappi Lahiri, Shreya Ghoshal",Dance
916,Bhangda Pa,A Flying Jatt,"Asees Kaur, Divya Kumar, Vishal Dadlani",Dance
917,Jhoka Hawa Ka Aaj Bhi,Hum Dil De Chuke Sanam,"Hariharan, Kavita Krishnamurthy",Sad
918,Dhol Baaje,Ek Paheli Leela,"Anjjan, Meet Bros, Monali Thakur",Dance
919,Aaj Hai Sagaai,Pyaar To Hona Hi Tha,"Abhijeet, Alka Yagnik",Dance
920,Galat Baat Hai,Main Tera Hero,"Javed Ali, Neeti Mohan",DanceRomantic
921,Yeh Ladka Hai Deewana,Kuch Kuch Hota Hai,"Alka Yagnik, Udit Narayan",Dance
922,Des Rangila,Fanaa,Mahalaxmi Iyer,Patriotic
923,Roshni Se,Asoka,"Abhijeet, Alka Yagnik",Romantic
924,I Love You,Bodyguard,"Ash King, Clinton Cerejo",Romantic
925,Ishq Wala Love,Student of the Year,"Neeti Mohan, Salim Merchant",Bollywood
926,O Janiya,Force 2,Neha Kakkar,Dance
927,Musafir,Shab,K.K.,Bollywood
928,Mehndi Laga Ke Rakhna,Dilwale Dulhania Le Jayenge,"Lata Mangeshkar, Udit Narayan",Dance
929,Gori Gori,Main Hoon Na,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",Dance
930,Gori Gori Gori Gori,Main Hoon Na,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",Romantic
931,Bakhuda Tumhi Ho,Kismat Konnection,"Alka Yagnik, Atif Aslam",Romantic
932,Ishq Hai Ishq Hai,Ishq,Jayshree Shivram,Sad
933,Mere Nishaan,Oh My God,"Anjjan, Kailash Kher, Meet Bros",Bollywood
934,Prem Mein Tohre,Begum Jaan,Asha Bhosle,Romantic
935,Halo Re,Prem Ratan Dhan Payo,Aaman Trikha,Dance
936,Jogiya,Deewane,"Anuradha Paudwal, Sukhwinder Singh",Sad
937,Aila Re Aila,Khatta Meetha,Daler Mehndi,Dance
938,Hum Saath-Saath Hain,Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",Dance
939,Enu Naam Che Raees,Raees,Tarannum Mallik,Dance
940,Woh Pehli Baar,Pyaar Mein Kabhi Kabhi,Shaan,Romantic
941,Piya Aaye Na,Aashiqui 2,"K.K., Tulsi Kumar",Sad
942,Aaj Hai Sagai,Pyar Toh Hona Hi Tha,"Abhijeet, Alka Yagnik",Dance
943,Rajj Rajj Ke,Akira,"Sonakshi Sinha, Vishal Dadlani",Motivational
944,Daawat e Ishq,Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",Dance
945,Tera Mera Pyar Amar,Asli Naqli,Lata Mangeshkar,Romantic
946,Chookar Mere Man Ko,Yaarana,Kishore Kumar,Romantic
